City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,port blair,11.6667,92.75,300.43,81,100,10.0,IN,1724868716
283,battagram,34.6772,73.0233,295.43,78,100,1.68,PK,1724868718
284,rangkasbitung,-6.3591,106.2494,297.39,85,99,1.55,ID,1724868719
285,estreito,-5.7833,-43.25,310.27,21,80,3.46,BR,1724868720
286,wewak,-3.5534,143.6268,298.44,90,26,2.58,PG,1724868721
287,ust'-uda,54.1742,103.0304,283.73,94,42,1.42,RU,1724868722
288,san luis de la loma,17.2706,-100.8939,304.25,64,65,3.48,MX,1724868724
289,manaure,11.7751,-72.4445,307.24,48,6,7.48,CO,1724868728
290,magong,23.5654,119.5863,301.51,86,100,4.07,TW,1724868466
291,tashtyp,52.7939,89.8983,282.82,88,6,1.42,RU,1724868730
292,saint-pierre,-21.3393,55.4781,291.97,77,0,2.06,RE,1724868731
293,zaki biam,7.5167,9.6167,298.09,84,91,2.13,NG,1724868732
294,nar'yan-mar,67.6713,53.087,283.96,83,76,8.47,RU,1724868733
295,san andres,12.5847,-81.7006,305.16,70,75,5.14,CO,1724868735
296,viedma,-40.8135,-62.9967,291.36,39,97,6.15,AR,1724868516
297,tete,-16.1564,33.5867,300.2,34,0,2.06,MZ,1724868737
298,kapuskasing,49.4169,-82.4331,288.37,39,100,2.33,CA,1724868661
299,charlottetown,46.2352,-63.1267,293.46,90,100,6.17,CA,1724868687
300,kavalerovo,44.2661,135.0572,288.83,97,70,0.58,RU,1724868740
301,pointe-noire,-4.7761,11.8635,297.19,78,100,1.54,CG,1724868741
302,happy valley-goose bay,53.3168,-60.3315,292.32,48,75,4.12,CA,1724868742
303,badger,64.8,-147.5333,285.08,84,40,1.54,US,1724868744
304,arteche,12.2645,125.4048,298.64,91,100,1.01,PH,1724868745
305,waycross,31.2136,-82.354,306.42,58,40,2.57,US,1724868746
306,twin falls,42.3505,-114.6445,290.34,24,0,6.17,US,1724868747
307,pierre,44.3683,-100.351,304.66,58,0,8.75,US,1724868748
308,margate,51.3813,1.3862,297.52,57,81,3.22,GB,1724868722
309,yorosso,12.3536,-4.7761,299.09,80,81,3.47,ML,1724868750
310,conchas,-23.0153,-48.0106,301.87,25,4,2.45,BR,1724868751
311,halifax,44.6453,-63.5724,291.75,95,100,7.2,CA,1724868676
312,podari,44.25,23.7833,299.91,57,0,1.54,RO,1724868754
313,polyarnyy,69.1989,33.4478,285.44,66,99,3.71,RU,1724868755
314,mountain home,43.133,-115.6912,290.86,33,0,8.75,US,1724868756
315,lukow,51.929,22.3796,297.86,52,7,4.0,PL,1724868757
316,kristiansund,63.1115,7.732,290.51,82,0,1.03,NO,1724868545
317,ilha de mocambique,-15.0342,40.7358,297.86,73,28,6.19,MZ,1724868760
318,yuzhno-kurilsk,44.0306,145.8556,290.96,96,100,1.27,RU,1724868762
319,tisul',55.7611,88.3122,283.19,95,17,2.54,RU,1724868763
320,sola,-13.8833,167.55,298.55,65,100,9.64,VU,1724868764
321,holualoa,19.6228,-155.9522,298.08,86,20,0.0,US,1724868765
322,maintirano,-18.0667,44.0167,297.28,72,4,2.64,MG,1724868766
323,martapura,-3.4167,114.85,296.99,86,88,1.03,ID,1724868767
324,fuding,27.3273,120.214,298.65,95,94,0.73,CN,1724868768
325,tsiombe,-25.3,45.4833,295.26,68,0,1.77,MG,1724868769
326,cold springs,39.6802,-119.9766,300.28,24,0,0.57,US,1724868677
327,culebra,18.303,-65.301,304.26,76,12,3.58,PR,1724868772
328,lompoc,34.6391,-120.4579,297.98,77,0,2.57,US,1724868756
329,neiafu,-18.65,-173.9833,287.53,100,20,0.0,TO,1724868775
330,midvagur,62.0511,-7.1939,284.61,100,100,5.14,FO,1724868776
331,santa maria,-29.6842,-53.8069,293.81,54,23,4.19,BR,1724868722
332,puerto tirol,-27.3722,-59.0821,298.15,27,0,4.12,AR,1724868778
333,la jagua de ibirico,9.5623,-73.3341,310.29,37,83,1.9,CO,1724868780
334,oppdal,62.5943,9.6912,289.05,78,78,3.6,NO,1724868781
335,altai,46.3722,96.2583,286.25,52,1,0.9,MN,1724868782
336,zheshart,62.0731,49.5733,286.01,72,77,2.63,RU,1724868783
337,upata,8.0086,-62.3989,301.23,72,55,1.54,VE,1724868784
338,puerto san jose,13.9256,-90.8244,302.56,75,77,2.47,GT,1724868763
339,nova sintra,14.8667,-24.7167,300.38,76,62,2.74,CV,1724868786
340,lubuklinggau,-3.3,102.8667,297.47,77,100,0.21,ID,1724868787
341,rio gallegos,-51.6226,-69.2181,280.18,53,20,16.46,AR,1724868500
342,kigoma,-4.8769,29.6267,299.36,64,76,1.12,TZ,1724868790
343,bonthe,7.5264,-12.505,296.89,94,100,1.67,SL,1724868791
344,minas de marcona,-15.2119,-75.1103,291.04,52,87,5.94,PE,1724868792
345,sos'va,59.1766,61.8558,287.83,98,100,3.98,RU,1724868793
346,new norfolk,-42.7826,147.0587,281.99,97,100,4.57,AU,1724868794
347,hamilton,39.1834,-84.5333,308.82,50,20,1.54,US,1724868795
348,datong,40.0936,113.2914,291.66,61,16,1.58,CN,1724868796
349,aqadyr,48.2553,72.8483,287.68,52,28,4.55,KZ,1724868798
350,valle vista,33.7478,-116.8934,306.52,31,0,1.79,US,1724868799
351,kavaratti,10.5669,72.642,300.46,87,95,5.86,IN,1724868800
352,dire,12.2833,-10.9667,299.46,88,100,0.4,ML,1724868801
353,macau,22.2006,113.5461,302.99,89,20,2.57,MO,1724868802
354,tual,-5.6667,132.75,298.83,84,65,9.32,ID,1724868803
355,malvan,16.0667,73.4667,299.69,87,14,7.68,IN,1724868804
356,ephrata,40.1798,-76.1788,307.17,55,0,6.17,US,1724868805
357,vostochnyy,55.8167,37.8667,296.16,65,41,3.24,RU,1724868807
358,champerico,14.3,-91.9167,300.86,80,98,1.79,GT,1724868808
359,polyarnyye zori,67.3661,32.4981,285.74,73,94,2.01,RU,1724868809
360,suntar,62.1444,117.6319,281.79,74,100,1.44,RU,1724868810
361,fortuna,40.5982,-124.1573,295.33,73,0,2.06,US,1724868811
362,mosjoen,65.836,13.1908,287.44,88,40,3.6,NO,1724868812
363,kyaukse,21.6,96.1333,299.17,83,71,2.22,MM,1724868814
364,palikir - national government center,6.9248,158.1611,300.92,76,100,4.5,FM,1724868815
365,mili,6.0815,171.735,301.8,74,100,4.29,MH,1724868816
366,morehead city,34.7229,-76.726,306.5,73,4,2.24,US,1724868817
367,ambovombe,-25.1667,46.0833,296.52,57,0,3.46,MG,1724868818
368,mar del plata,-38.0023,-57.5575,286.16,85,0,6.26,AR,1724868556
369,juli,-16.2167,-69.45,285.63,48,31,5.39,PE,1724868820
370,chiroqchi,39.0336,66.5722,295.43,30,0,2.19,UZ,1724868822
371,alvorada,-12.48,-49.1247,310.26,18,4,4.4,BR,1724868540
372,marsabit,2.3284,37.9899,295.4,56,24,9.32,KE,1724868824
373,puerto deseado,-47.7503,-65.8938,283.69,34,68,11.8,AR,1724868675
374,baiyin,36.5583,104.2081,296.21,66,51,3.02,CN,1724868826
375,tazoult-lambese,35.4817,6.2607,298.03,42,44,3.61,DZ,1724868827
376,lebork,54.5392,17.7501,292.28,72,2,3.5,PL,1724868828
377,tazacorte,28.629,-17.9293,297.68,81,75,7.2,ES,1724868829
378,itoman,26.1247,127.6694,303.37,86,75,8.23,JP,1724868830
379,atafu village,-8.5421,-172.5159,301.32,73,5,7.51,TK,1724868832
380,basoko,1.2391,23.616,298.09,81,98,0.69,CD,1724868833
381,bleckede,53.3,10.7333,298.41,63,0,2.81,DE,1724868834
382,piro,25.3333,84.4167,300.4,75,97,2.49,IN,1724868835
383,prince rupert,54.3161,-130.3201,286.2,93,100,7.2,CA,1724868836
384,zlatoust,55.1711,59.6508,289.5,84,69,5.36,RU,1724868837
385,kenai,60.5544,-151.2583,283.23,100,100,0.0,US,1724868838
386,borzya,50.3833,116.5167,289.44,46,100,1.95,RU,1724868839
387,bikin,46.8161,134.26,290.31,98,100,1.78,RU,1724868841
388,lesnoy,57.6198,63.0784,290.49,94,99,5.18,RU,1724868842
389,ugoofaaru,5.6667,73.0,301.43,77,97,2.86,MV,1724868843
390,linden,6.0,-58.3,306.21,48,63,2.41,GY,1724868844
391,farshut,26.0549,32.1633,311.14,18,36,8.09,EG,1724868845
392,vila franca do campo,37.7167,-25.4333,298.38,57,51,2.25,PT,1724868846
393,greenville,35.6127,-77.3663,307.66,52,0,3.09,US,1724868594
394,chachapoyas,-6.2317,-77.869,292.55,50,45,2.42,PE,1724868848
395,saint-joseph,-21.3667,55.6167,291.36,70,46,6.51,RE,1724868850
396,gadzhiyevo,69.2551,33.3362,285.83,65,100,3.75,RU,1724868851
397,taza,34.25,-3.75,304.03,34,53,9.21,MA,1724868852
398,taulaga,-11.0553,-171.0883,300.58,76,6,6.45,AS,1724868853
399,guerrero negro,27.9769,-114.0611,298.24,57,0,5.7,MX,1724868854
400,porto murtinho,-21.6989,-57.8825,310.15,13,78,4.1,BR,1724868855
401,key largo,25.0865,-80.4473,302.04,69,29,5.99,US,1724868856
402,yavuzeli,37.3177,37.5682,300.97,60,0,9.12,TR,1724868857
403,las tablas,7.7667,-80.2833,303.63,64,22,3.03,PA,1724868859
404,richards bay,-28.783,32.0377,291.45,76,100,5.85,ZA,1724868860
405,n'dalatando,-9.2978,14.9116,298.14,49,28,5.29,AO,1724868861
406,mont belvieu,29.8477,-94.8908,305.37,63,100,3.76,US,1724868862
407,san matias,-16.3667,-58.4,312.57,11,68,1.74,BO,1724868863
408,iskushuban,10.2837,50.23,305.96,38,100,3.45,SO,1724868864
409,vilyuysk,63.7553,121.6247,277.47,65,13,2.33,RU,1724868865
410,pestravka,52.405,49.9583,294.92,41,8,1.58,RU,1724868866
411,mitu,1.1983,-70.1733,303.16,57,94,1.89,CO,1724868868
412,hammerfest,70.6634,23.6821,284.4,82,0,2.06,NO,1724868869
413,marandahalli,12.4,78.0,295.75,91,100,4.8,IN,1724868870
414,penzance,50.1186,-5.5371,291.53,81,69,6.43,GB,1724868871
415,jaisalmer,26.9147,70.9181,302.18,70,86,5.32,IN,1724868872
416,pundong,-7.9522,110.3486,295.42,93,100,0.24,ID,1724868873
417,mbouda,5.6258,10.2552,290.55,96,94,2.05,CM,1724868874
418,bodaybo,57.8506,114.1933,284.46,94,98,1.95,RU,1724868875
419,ribeira brava,32.65,-17.0667,298.5,57,9,1.15,PT,1724868876
420,limavady,55.0504,-6.9507,290.02,67,20,7.2,GB,1724868878
421,grivita,44.7333,27.2833,300.5,35,74,6.71,RO,1724868879
422,molochnyy,68.8539,33.0205,286.46,62,0,2.0,RU,1724868880
423,birjand,32.8663,59.2211,297.41,15,0,8.23,IR,1724868881
424,kingaroy,-26.5333,151.8333,287.95,76,0,2.09,AU,1724868882
425,noosa heads,-26.3833,153.15,291.17,88,5,5.32,AU,1724868616
426,pacasmayo,-7.4006,-79.5714,293.39,72,61,5.36,PE,1724868884
427,axim,4.8699,-2.2405,297.31,89,98,3.19,GH,1724868885
428,sao felix do xingu,-6.6447,-51.995,313.27,15,15,1.94,BR,1724868632
429,ciudad lazaro cardenas,17.9583,-102.2,304.49,62,84,2.84,MX,1724868888
430,kourou,5.1552,-52.6478,302.12,70,47,2.9,GF,1724868889
431,klaksvik,62.2266,-6.589,284.25,92,99,6.72,FO,1724868890
432,raton,36.9034,-104.4391,298.49,38,0,4.12,US,1724868891
433,kapit,2.0167,112.9333,295.91,99,100,0.45,MY,1724868892
434,sabang,5.8933,95.3214,301.92,74,100,9.51,ID,1724868893
435,ayorou,14.7308,0.9174,305.13,48,89,6.09,NE,1724868894
436,east ballina,-28.8667,153.5833,292.93,56,0,3.03,AU,1724868895
437,faya-largeau,17.9257,19.1043,304.87,50,82,4.8,TD,1724868897
438,sukumo,32.9333,132.7333,298.23,96,100,5.71,JP,1724868898
439,hithadhoo,-0.6,73.0833,301.62,76,97,4.65,MV,1724868899
440,aquidauana,-20.4711,-55.7872,310.11,12,31,2.39,BR,1724868900
441,baotou,40.6522,109.8222,296.52,50,31,1.82,CN,1724868901
442,kabansk,52.0486,106.6528,284.96,98,96,2.94,RU,1724868902
443,ipojuca,-8.3989,-35.0639,298.31,70,61,5.88,BR,1724868860
444,richfield,44.8833,-93.283,296.61,77,75,3.09,US,1724868904
445,la ronge,55.1001,-105.2842,297.29,38,40,5.66,CA,1724868906
446,monze,-16.2833,27.4833,294.38,21,17,2.12,ZM,1724868907
447,kani keli,-12.9536,45.1033,297.74,72,88,2.1,YT,1724868908
448,tamala,52.541,43.2515,294.16,33,42,1.76,RU,1724868909
449,ceylanpinar,36.8472,40.05,305.5,28,0,3.3,TR,1724868910
450,saga,33.2493,130.2988,299.28,78,100,10.3,JP,1724868911
451,sabana de la mar,19.0593,-69.3884,304.27,74,75,3.09,DO,1724868913
452,hilo,19.7297,-155.09,299.32,88,20,2.06,US,1724868627
453,sinan,34.8262,126.1086,298.1,80,0,5.06,KR,1724868916
454,brookings,44.3114,-96.7984,300.07,74,0,6.17,US,1724868917
455,rovnoye,50.7765,46.0509,294.8,43,13,2.16,RU,1724868918
456,bubaque,11.2833,-15.8333,298.61,85,100,4.86,GW,1724868919
457,senanga,-16.1167,23.2667,295.61,13,63,1.66,ZM,1724868920
458,aroma,15.8167,36.1333,300.09,74,100,4.33,SD,1724868921
459,berdigestyakh,62.0989,126.6992,279.61,86,100,1.51,RU,1724868922
460,caleta de carquin,-11.0925,-77.6267,292.33,72,38,5.3,PE,1724868923
461,pedernales,18.0384,-71.744,303.51,65,5,4.09,DO,1724868925
462,al burayqah,30.4062,19.5739,301.48,70,0,7.71,LY,1724868926
463,petukhovo,55.0692,67.9019,289.02,85,61,3.71,RU,1724868927
464,ar ruways,24.1103,52.7306,305.45,81,7,5.35,AE,1724868928
465,dubrovka,53.6907,33.5071,294.36,57,14,3.47,RU,1724868929
466,pont rouge,48.8833,-72.0825,287.51,59,98,6.31,CA,1724868930
467,ghat,24.9647,10.1728,309.89,13,51,4.91,LY,1724868932
468,kuta,-8.7233,115.1723,299.12,94,40,2.06,ID,1724868933
469,xichang,27.8964,102.2634,293.8,84,11,0.52,CN,1724868934
470,payson,40.0444,-111.7321,302.73,18,0,4.47,US,1724868935
471,kencong,-8.2833,113.3667,295.28,93,89,0.97,ID,1724868936
472,ephraim,39.3597,-111.5863,301.38,17,0,6.71,US,1724868937
473,dzuunmod,48.2199,97.3744,282.89,44,14,1.91,MN,1724868938
474,taganrog,47.2362,38.8969,300.93,30,72,9.13,RU,1724868939
475,mccomb,31.2438,-90.4531,308.16,49,20,4.12,US,1724868941
476,toul,48.6667,5.9167,301.92,54,0,2.57,FR,1724868942
477,essaouira,31.5125,-9.77,297.87,60,19,7.2,MA,1724868943
478,nguigmi,14.2495,13.1092,306.97,42,86,3.33,NE,1724868944
479,kununurra,-15.7667,128.7333,295.14,53,49,2.06,AU,1724868946
480,shahabad,27.65,79.95,299.37,89,84,4.37,IN,1724868948
481,itapage,-3.6867,-39.5861,307.08,22,86,5.15,BR,1724868950
482,puerto penasco,31.3167,-113.5333,310.14,68,40,6.17,MX,1724868910
483,irymple,-34.25,142.1667,279.87,76,0,3.53,AU,1724868952
484,blackwater,-23.5833,148.8833,290.31,84,55,2.25,AU,1724868953
485,santa cruz,-17.8,-63.1667,303.85,24,8,2.57,BO,1724868954
486,varazze,44.3595,8.5741,299.45,84,0,5.36,IT,1724868955
487,peace river,56.2501,-117.286,292.32,45,0,2.57,CA,1724868956
488,aras-asan,8.8908,126.3033,299.57,84,100,1.24,PH,1724868957
489,nyurba,63.2842,118.3319,282.45,59,100,1.78,RU,1724868959
490,mpongwe,-13.5091,28.155,294.85,20,6,0.69,ZM,1724868960
491,cruz alta,-28.6386,-53.6064,292.24,64,13,4.28,BR,1724868961
492,acacoyagua,15.35,-92.65,304.53,67,98,2.52,MX,1724868962
493,cromer,52.9312,1.2989,297.67,72,99,4.02,GB,1724868963
494,antsiranana,-12.2787,49.2917,295.89,81,6,9.94,MG,1724868964
495,koulikoro,14.0,-7.75,301.25,71,100,4.29,ML,1724868965
496,bima,-8.4667,118.7167,294.84,94,98,1.56,ID,1724868966
497,i-n-salah,27.1935,2.4607,313.87,12,14,3.17,DZ,1724868968
498,olyokminsk,60.3736,120.4264,281.36,92,89,1.77,RU,1724868969
499,novofedorivka,46.1713,32.3178,296.36,82,31,4.58,UA,1724868735
500,novyy urgal,51.0736,132.5642,287.69,96,78,2.24,RU,1724868971
501,stuttgart,48.7823,9.177,300.96,53,0,2.06,DE,1724868972
502,wynne,35.2245,-90.7868,310.99,21,20,1.78,US,1724868973
503,ponoka,52.6768,-113.5815,282.7,96,100,8.94,CA,1724868897
504,lodja,-3.4833,23.4333,300.39,44,54,1.06,CD,1724868977
505,warwick,41.7001,-71.4162,305.24,62,75,5.66,US,1724868678
506,binka,21.0333,83.8,298.3,92,100,1.04,IN,1724868979
507,veinticinco de mayo,-35.4323,-60.1727,292.03,42,85,2.24,AR,1724868980
508,seosan,36.7817,126.4522,295.62,85,0,2.14,KR,1724868981
509,arauquita,7.0292,-71.4281,302.21,68,100,1.12,CO,1724868982
510,ilave,-16.0833,-69.6667,288.47,29,42,7.54,PE,1724868984
511,lerwick,60.1545,-1.1494,286.93,89,42,9.14,GB,1724868985
512,hobyo,5.3505,48.5268,298.86,85,13,9.94,SO,1724868986
513,dryden,49.7833,-92.7503,293.31,49,20,3.6,CA,1724868987
514,oberstaufen,47.55,10.0333,295.0,43,71,1.64,DE,1724868857
515,mantua,45.1667,10.7833,303.49,62,4,0.89,IT,1724868989
516,sanming,26.2486,117.6186,296.87,94,68,0.11,CN,1724868990
517,cerro de san antonio,10.3259,-74.8693,307.75,44,100,2.31,CO,1724868991
518,mozarlandia,-14.7447,-50.5706,311.39,16,2,3.58,BR,1724868993
519,miri,4.4148,114.0089,298.56,90,100,3.14,MY,1724868856
520,huanggang,23.677,116.9996,298.95,94,98,1.58,CN,1724868996
521,palamos,41.8484,3.1291,298.69,53,1,1.68,ES,1724868997
522,tsrar sharif,33.8667,74.7667,288.93,96,100,0.42,IN,1724868998
523,waterville,44.552,-69.6317,296.62,76,100,6.69,US,1724868999
524,llallagua,-18.4167,-66.6333,289.3,17,42,7.35,BO,1724869000
525,revda,56.801,59.9303,291.49,86,90,5.4,RU,1724869002
526,mejit,10.2753,170.8646,301.28,75,52,3.54,MH,1724869003
527,dobresti,46.85,22.3,297.13,48,68,2.21,RO,1724869004
528,skeldon,5.8833,-57.1333,303.28,62,77,3.28,GY,1724869005
529,waingapu,-9.6567,120.2641,296.88,79,60,1.92,ID,1724869006
530,wanning,18.8003,110.3967,300.13,87,11,2.03,CN,1724869007
531,siwa oasis,29.2041,25.5195,309.07,21,26,3.61,EG,1724869010
532,naama,33.2667,-0.3167,306.15,18,10,3.56,DZ,1724869011
533,salinas,36.6777,-121.6555,292.2,76,0,3.09,US,1724869012
534,labuan,5.2767,115.2417,299.35,94,20,0.0,MY,1724869013
535,strelka,58.0728,93.0344,285.52,99,99,1.92,RU,1724869014
536,coahuayana de hidalgo,18.7,-103.6583,304.9,66,90,1.53,MX,1724869015
537,itaituba,-4.2761,-55.9836,310.1,24,100,1.58,BR,1724868828
538,louiseville,46.2559,-72.9415,292.56,59,29,5.14,CA,1724869017
539,st. john's,47.5649,-52.7093,297.19,62,75,11.32,CA,1724868967
540,geraldton,-28.7667,114.6,292.38,72,75,6.69,AU,1724869020
541,sao joao da barra,-21.6403,-41.0511,298.2,64,46,5.15,BR,1724869021
542,chongwe,-15.3292,28.682,294.88,25,12,1.79,ZM,1724869022
543,christchurch,-43.5333,172.6333,289.26,52,82,6.17,NZ,1724868730
544,punakha,27.5837,89.8598,293.57,93,92,0.41,BT,1724869025
545,yicheng,31.3705,119.8703,298.99,92,0,3.16,CN,1724869026
546,papao,-17.75,-149.55,299.97,78,54,4.88,PF,1724869029
547,forster,-32.1667,152.5167,290.45,50,76,6.32,AU,1724869030
548,mao,39.8885,4.2658,299.46,69,40,2.06,ES,1724869032
549,malango,-2.9627,119.9001,291.18,99,78,0.85,ID,1724869033
550,deqen,29.9618,90.7188,281.23,85,53,1.79,CN,1724869034
551,joshimath,30.5667,79.5667,290.91,89,89,0.89,IN,1724869035
552,kerman,30.2832,57.0788,299.07,17,0,2.06,IR,1724868905
553,at taj,24.2049,23.2857,310.14,22,86,4.8,LY,1724869038
554,grand falls-windsor,48.9332,-55.6649,292.87,86,100,0.89,CA,1724868809
555,mahina,-17.5065,-149.489,300.02,69,20,5.66,PF,1724869040
556,tangalle,6.024,80.7911,298.99,86,100,4.3,LK,1724869041
557,zaragoza,41.6561,-0.8773,306.4,40,0,6.17,ES,1724869042
558,ash shamiyah,31.9636,44.599,312.2,17,0,3.09,IQ,1724869043
559,kyzylorda,44.8528,65.5092,293.16,49,0,6.0,KZ,1724869044
560,manggar,-2.8833,108.2667,299.42,76,100,2.45,ID,1724869045
561,isla aguada,18.7833,-91.4667,302.57,67,12,1.53,MX,1724869047
562,vernon,50.2581,-119.2691,292.55,43,28,1.34,CA,1724869001
563,mermoz boabab,14.7065,-17.4758,303.03,79,40,6.17,SN,1724869049
564,bejaia,36.7559,5.0843,299.75,78,40,3.09,DZ,1724869050
